,0,1,2
0,0.025864483851539045,0.9741355161484728,1.3528786286670384e-74
1,0.330842905535006,0.6680424302354245,0.001114664229581085
2,0.3064658527919332,0.6921322314278571,0.001401915780221363
3,0.045172067111277164,0.9548231048806165,4.828008118067149e-06
4,0.028516643408628497,0.9713247746088506,0.00015858198253272971
5,0.003575243502005969,0.9964247532795325,3.2184734018284528e-09
6,0.002364362696206213,0.9976352595242901,3.7777951587931605e-07
7,0.03212817877051798,0.9678704152682581,1.4059612358925252e-06
8,0.08161303887061659,0.9177900647159306,0.0005968964134650473
9,0.00021334841065999405,0.9997866515879118,1.4404202738016532e-12
10,0.09684288987458411,0.9029979695161973,0.0001591406092307874
11,0.06367122023999881,0.9363281818695861,5.978904273340585e-07
12,0.01378914673566861,0.9862108349424237,1.8321919966530758e-08
13,0.06345397115690772,0.9365450748276634,9.540154409780365e-07
14,0.08980465033352988,0.9101506396681847,4.470999829730138e-05
15,0.00396600507268833,0.9960339898817759,5.045547545716074e-09
16,0.007405201877319451,0.9925918190557017,2.9790669906625215e-06
17,0.08588915319231093,0.913015249718548,0.0010955970891526928
18,0.007889589519471354,0.9921104102490518,2.3148861947343667e-10
19,0.033741798839225505,0.9662576109461345,5.902146517771491e-07
20,0.026559950584723387,0.9734353213665032,4.72804878507752e-06
21,0.6392945330774953,0.36024908789264887,0.000456379029867534
22,0.8921218009303543,0.1074239569264704,0.0004542421431870943
23,0.9731987542755249,0.026303772745285482,0.0004974729792013414
24,0.9809355218163146,0.018753051588991418,0.0003114265947056052
25,0.9606726058216762,0.038867536629028,0.00045985754930745617
26,0.8137725898152525,0.1861930678981766,3.43422865825193e-05
27,0.8147909420768721,0.18359612672255016,0.001612931200589542
28,0.8687519835566088,0.12938392452426595,0.0018640919191368634
29,0.8811974362043871,0.11811321970704065,0.0006893440885838048
30,0.9290736910786965,0.07031712452046401,0.0006091844008510532
31,0.8871313730387557,0.11286254736826574,6.079592990314366e-06
32,0.8972584690338735,0.10205450339155214,0.0006870275745859203
33,0.748643286870066,0.25086424799872475,0.000492465131220752
34,0.27437754857743124,0.725617892729565,4.5586930151428596e-06
35,0.00034308886247139055,0.9996569111374646,7.53703252228687e-14
36,0.5528834835433757,0.4437629957131886,0.0033535207434468987
37,0.8060906139457071,0.1914842882778766,0.0024250977764275973
38,0.9398829972919663,0.057109769163682295,0.00300723354436254
39,0.9762761427841288,0.019302133385458553,0.0044217238304237955
40,0.9685826140243174,0.02674657404827563,0.004670811927417853
41,0.987442065086966,0.010192974686573986,0.002364960226470835
42,0.9918207918172457,0.007712396623284415,0.0004668115594807797
43,0.993177245391687,0.005710542067888104,0.0011122125404357877
44,0.993989897117929,0.0045766141894919305,0.0014334886925897556
45,0.9946489283590667,0.003918370422998442,0.0014327012179453566
46,0.9928552434816622,0.005275974906230556,0.0018687816121175178
47,0.9889887762391568,0.008385884778053385,0.0026253389828001647
48,0.9883104589779115,0.008825062529466366,0.0028644784926327165
49,0.9872525439613447,0.008966581961846647,0.003780874076819096
50,0.9610774344433866,0.03444952075419353,0.004473044802430367
51,0.8624380178931073,0.1320488422531778,0.005513139853725587
52,0.1416998306328016,0.8582988656940764,1.3036731325194862e-06
53,0.020384135016940214,0.9796117348709174,4.130112153042565e-06
54,0.04443885235965129,0.9554178128492916,0.00014333479106761054
55,0.7724699910863575,0.2267356495858121,0.0007943593278406994
56,0.9426533193943349,0.056804044608034204,0.0005426359976410942
57,0.9804133338018232,0.01904629826064421,0.0005403679375427272
58,0.9837240116929133,0.01577352995142312,0.0005024583556736574
59,0.988312588688258,0.009683249491109661,0.002004161820642558
60,0.9753356387780335,0.021367526387249907,0.003296834834726746
61,0.9389580388321885,0.057457502854338566,0.003584458313483274
62,0.6642905705021357,0.3352093149580773,0.00050011453979727
63,0.6686171639281847,0.3299340877689457,0.001448748302879804
64,0.4265571830698548,0.5728481302584615,0.0005946866716937696
65,0.23913027304459988,0.760869714079,1.2876410217024609e-08
66,0.25952008101042473,0.7402391472504475,0.0002407717391380737
67,0.14115866795885795,0.858841331872522,1.6863021028827624e-10
68,0.514284153765783,0.48553033775466115,0.00018550847956598043
69,0.5728030534592927,0.4259825646666957,0.0012143818740216034
70,0.4527588600983471,0.5472411330919248,6.80973826060365e-09
71,0.7141332655925986,0.2857341873619326,0.0001325470454790259
72,0.856422630471253,0.1435763134656866,1.0560630705976686e-06
73,0.9649145148093565,0.03488061343774301,0.00020487175291093778
74,0.979180575675482,0.02080679914380437,1.2625180724377997e-05
75,0.9921221895287026,0.006985830845853855,0.0008919796254540695
76,0.9944702801926939,0.0036550399113912738,0.0018746798959251557
77,0.9920722653756876,0.005202661672879527,0.0027250729514433345
78,0.985763225096959,0.010778303714006423,0.0034584711890447515
79,0.9677130225512622,0.03001296235250713,0.0022740150962408446
80,0.8798258671910147,0.12009060757936706,8.352522962821809e-05
81,0.7313284513599017,0.26812590589352264,0.0005456427465857877
82,0.5601080908307564,0.43820595393434125,0.0016859552349123956
83,0.0005107280547349376,0.9994892658566765,6.088598629985032e-09
84,0.21653317246386444,0.7832646497099732,0.00020217782617255035
85,0.2812498628172837,0.7187493373942946,7.997884319619704e-07
86,0.335310751763219,0.6646891964929224,5.1743869033702764e-08
87,0.6057460273956414,0.3929801488248837,0.001273823779485283
88,0.6144465147630872,0.38476436806033776,0.0007891171765857885
89,0.5434526925322621,0.4549393904239944,0.0016079170437544043
90,0.3840137176069591,0.6140397549980853,0.001946527394966552
91,0.005557840394679751,0.9944421596046468,6.842818662526524e-13
92,5.274604615928786e-09,0.999999994725406,8.555493116953145e-19
93,1.802658901100073e-52,1.0000000000000107,3.4258710279054014e-22
94,5.812396041886134e-07,0.9999038687864403,9.554997396618807e-05
95,0.020870401356897713,0.9790122382208444,0.00011736042226847702
96,0.011078202408870795,0.9889164492079153,5.348383224640776e-06
97,0.0551340523661553,0.9445917229530464,0.0002742246808092359
98,0.014642365390246463,0.9853516036575488,6.030952215475444e-06
99,3.48320936627684e-07,0.999999651678182,8.92302308887273e-13
100,1.90055961407232e-06,0.9999980989421574,4.982396400281521e-10
101,0.0012142689040715831,0.9987857310927338,3.2057111601721182e-12
102,0.029173532862566444,0.9631665571223722,0.007659910015072441
103,0.021160465347430022,0.9705314633392981,0.008308071313283191
104,0.011261118483335475,0.9862355095840916,0.0025033719325842636
105,0.0014929115442924336,0.9985070848597972,3.5959213782902103e-09
106,0.04408261106903942,0.9558139916020921,0.00010339732887962759
107,0.07927505555130546,0.9207215420944203,3.40235428538028e-06
108,0.1453502990938913,0.8140901089483124,0.040559591957807374
109,0.18689738225999258,0.7165975334741195,0.09650508426589868
110,0.2772736552749892,0.5904909228124628,0.1322354219125588
111,0.36113948428018144,0.5075784810347743,0.13128203468505503
112,0.4552911180114298,0.4249184553402743,0.1197904266483066
113,0.4323436780791946,0.4847533359063449,0.08290298601447137
114,0.20286093439583455,0.7761215089937422,0.021017556610434116
115,0.02085819459396862,0.9789546517640161,0.0001871536420259026
116,0.020128407877112345,0.979519048505019,0.0003525436178793257
117,0.09918722763004703,0.9008094080278998,3.3643420642234687e-06
118,0.22750403030469574,0.7724892733113304,6.696383984968829e-06
